,price
64129,2069
58052,4624
22617,6073
105542,8408
39378,4093
90539,522
166721,3240
86686,766
78221,3752
5572,2061
175300,3612
128239,5390
9279,6892
101282,886
85949,2513
106153,521
62548,4312
86707,369
33689,2822
117005,9232
162875,12392
44598,2767
142777,4434
161167,561
119855,6328
62939,668
70167,1004
54292,2648
105106,4284
106642,2489
2164,4306
24421,3662
22572,15134
84646,4804
89232,828
182896,935
141402,9891
63541,11133
66274,1934
138989,3189
5196,614
8173,4319
161555,2513
12353,2497
33908,888
8076,828
66144,1356
184843,639
144445,6116
104821,1113
85800,2559
68698,1752
92550,923
53346,1240
100576,7209
71157,1759
178245,3229
189192,912
135480,12880
42718,9407
93603,2516
160844,4414
96309,3443
66296,2706
7805,1671
66195,8669
123609,898
177855,2447
184072,998
68492,575
4651,8831
20548,4602
85498,2519
184215,4221
178944,965
27506,2812
54436,7088
191320,1089
4390,660
58929,863
181293,4751
148264,648
141012,4637
146955,1448
17361,791
124639,3471
186012,810
28165,2662
2217,1207
174696,3200
7536,16337
53256,2815
11933,5516
168784,2154
158894,876
28332,2628
80553,616
125343,7415
47192,2657
29757,5132
103689,544
152626,1952
73360,6013
148559,7177
54439,2699
155674,6659
138851,1364
93536,1406
49172,6411
26021,461
116639,12048
38818,2460
5570,2098
188391,1914
138489,5231
59716,579
10476,16406
176038,1102
83468,4353
95022,7404
161793,1076
142443,4093
130611,1897
61508,3038
167168,4668
21998,4960
58535,7213
126846,1271
173596,2772
15581,854
160685,1140
2823,693
184997,14790
57087,1611
17534,3567
115874,1879
142601,4956
55801,1124
145513,730
54491,1746
109833,561
125748,1668
116821,9659
179601,2831
98225,2382
4304,998
19630,1105
52786,16582
8646,695
111590,766
51931,4873
76652,1781
158800,6732
128248,719
78448,2210
187133,3975
118164,6031
87431,13919
52398,12681
64859,492
16097,447
84346,8359
58116,2211
10853,3667
192009,5690
79831,2504
130637,2960
59495,867
128091,4727
37254,625
15172,561
126942,8163
43750,860
168172,945
128328,1656
81113,1103
55308,2070
168454,781
51435,1101
133235,5019
70058,5804
183703,2150
32744,945
143473,730
96004,2553
56167,946
83074,2131
56732,471
78901,725
269,816
74130,530
166288,3077
159056,3927
88284,1698
106627,4432
127362,2501
159088,596
80665,4284
140780,4682
18531,1547
123113,4909
60819,2423
161910,394
121242,6458
104808,2484
10582,7744
27514,2316
74795,2822
114317,540
12037,692
118520,3975
187284,4209
50617,1235
143969,3170
30295,600
21170,8227
98440,10446
20382,2177
89797,2562
191609,979
110732,485
101076,761
110748,12084
135177,3450
149198,4977
66104,9550
19110,706
145331,5050
151335,571
179682,11455
169739,4138
186687,4821
21207,3086
111260,969
48492,15454
175781,2318
73980,14294
27921,13445
68692,526
44774,1671
32029,2430
89739,4784
91330,6785
183205,818
185882,4082
24693,4303
89015,9035
85534,3881
161306,956
163329,742
24518,4320
110520,740
168624,3107
133355,6863
80832,914
42472,4077
112220,1095
40877,14245
31660,530
24093,2846
63523,664
138881,819
56207,4303
180313,12616
174778,515
17733,9677
136965,8807
105992,914
81189,452
14942,3107
38206,1240
181214,1124
134504,6892
152715,2536
101679,775
160041,807
94107,3858
193320,2749
66899,4939
189595,467
167350,1699
180671,683
41072,2190
10199,4471
34556,8032
6930,828
20137,5125
20107,16624
155421,648
65452,7055
98312,695
178791,3336
115072,884
157995,2322
103453,17784
59525,2198
112047,1207
24517,484
77113,8257
118437,758
115028,4181
69141,419
25413,1656
192738,6147
65602,10860
41930,776
146555,2780
71362,2505
42294,3669
85134,1024
163129,761
19238,858
76666,12182
99412,1891
103761,1007
167801,1257
130660,802
22674,789
7511,743
84039,4695
4588,1092
153056,1385
93909,7744
7439,408
21889,5335
188704,4007
185781,633
131783,1115
125585,1957
95415,4984
144617,4641
15710,5071
80693,3555
15773,8298
41411,8564
64478,2263
178714,648
54042,1241
139879,8346
80296,5304
171750,1563
98032,1356
167303,4816
67358,5138
14347,1656
185379,1154
12967,2415
95160,13653
80777,7272
165255,507
188441,879
31325,11621
117811,6900
125839,648
166172,13642
104826,597
89388,16544
38260,2166
14363,2393
62688,4155
89038,429
152793,1637
162440,882
170780,1415
3035,1076
37916,1073
45609,419
102382,421
191716,1632
158538,1582
117532,5028
81319,1286
41019,2218
172512,1571
29029,1629
12934,3990
16199,13956
20177,5052
150077,1013
24620,5908
63835,2396
30927,652
68172,6529
77528,1125
85425,3847
92524,2135
37650,6180
56686,1412
147113,907
109551,17407
12838,700
97983,4295
178866,5148
165275,489
134176,6462
23737,8896
34937,18700
35368,4299
188184,5344
192320,6774
26529,645
68804,720
39856,3660
7272,7562
41054,6867
173043,10821
5971,526
55434,958
46358,2450
118676,1827
28984,2202
108595,13560
101567,4939
58617,1621
116075,3507
20329,5455
25124,526
86770,10548
171975,3816
124082,956
170036,11465
179413,802
126109,4068
68332,13009
155631,7768
86611,914
140686,1710
85050,7152
59837,752
63444,16287
24782,1389
9038,3669
2480,4678
192052,1015
154662,6007
157228,5320
165150,2867
150507,1176
170066,666
161827,886
37214,1113
87623,5073
1282,7695
66297,1631
8369,15984
137279,2155
106871,13134
144837,12607
78181,795
136549,12493
167541,428
109637,6529
12894,1318
65601,702
40005,3365
189766,3004
25477,3195
30071,15172
2949,3605
120218,2058
26335,1054
89318,2346
141556,1377
153953,4959
105388,854
101661,2981
164359,1363
55043,8722
161105,854
102002,4186
165473,5477
83724,11399
6133,4513
168178,2333
143856,11795
7130,642
187603,919
120672,4688
149999,7365
120149,4950
50472,2572
50803,3759
72358,5846
4970,5292
76093,14027
137298,1291
83834,566
30666,2069
56557,5980
726,5863
70539,864
102031,844
13553,1009
67618,707
38880,4912
43419,7198
149089,3701
106926,684
147845,14801
126323,6539
21508,756
149361,3267
174176,680
137426,8998
9302,1123
191084,4669
25558,6232
34664,6388
40509,2968
21087,4265
97702,8298
119587,4167
32391,630
133642,4280
187901,442
135025,485
103270,4851
59785,743
80824,2923
165133,5211
180349,4643
146126,876
15341,516
145340,5880
101590,936
78275,16273
111712,3205
8253,772
92517,4004
79903,4461
57846,807
18034,3918
178082,5761
12646,2394
175673,2815
127669,3170
135536,1577
181993,9368
105391,1694
180001,666
123444,3509
76764,5902
140898,16575
125279,921
87774,2440
18429,18034
129238,975
66124,664
114867,7452
133482,11716
123733,4068
107390,3864
2962,816
135731,1002
21284,4749
140524,5002
31720,4398
118667,2418
38710,1173
193051,921
19519,4309
63207,504
164240,854
172928,11003
145463,756
103553,6784
161803,792
136292,730
47521,579
149156,878
15886,11943
86581,4260
113890,1851
150789,8411
101818,10891
168141,743
153679,619
170802,2224
45383,830
79152,545
26339,561
139719,787
107746,4672
32378,2301
109285,2549
188959,1944
183286,2383
138639,5299
24514,7154
71269,755
49373,1831
96866,1869
232,4451
83011,4052
168120,5701
36615,648
131808,6701
120004,3380
2332,675
85271,945
19451,1143
183796,1390
106522,1151
127549,687
10549,802
80689,12423
8993,1942
21781,3234
143226,1819
39415,984
56602,4914
47988,515
144739,589
170575,2834
29452,802
108693,8426
174108,2633
145925,9625
41357,3018
39733,1134
144754,6215
59562,579
134743,10934
30254,1712
32562,3713
66811,9013
93011,638
144914,6438
110235,1699
69788,2176
124172,1447
138711,4013
107850,4095
47390,1397
133764,1232
143045,2074
151279,993
10285,1060
34279,1622
43668,2518
172918,914
96676,3018
34769,6368
74302,4390
89849,844
153238,4946
62693,1931
165854,2318
116199,483
34688,544
34333,3009
623,524
34128,1656
109067,1546
1609,765
173870,2273
184195,1242
175994,506
158974,6060
153920,17116
104169,573
25091,1715
65897,2562
47704,10850
106333,1557
73423,9331
158437,4986
82859,1003
150014,4611
172444,7632
155325,639
191156,3926
191015,9384
134613,11040
71996,6606
141121,10291
52907,559
54596,2364
113260,5645
28910,625
99350,10372
47576,1103
106594,734
149678,8347
75095,1595
28784,2551
102922,6286
108456,648
151550,4416
108596,12629
104418,15272
149814,942
18605,13530
50459,6129
75087,16643
120878,4679
119585,7485
10401,4157
82836,4864
44722,16294
33867,4414
33247,2208
127506,6856
83486,716
120161,8167
137407,3417
88184,1026
179082,524
125084,666
173741,451
56092,2476
21339,1155
178033,2470
98663,1965
101927,3357
157420,1090
59959,969
892,2596
121489,14256
160777,4564
57335,3564
76861,6579
164267,655
106369,1063
96583,4619
47326,3197
154445,18026
141276,883
193540,802
15191,5160
69074,450
104562,561
38735,1346
6132,1253
121250,770
6900,2513
154068,419
77737,4721
163987,2826
125956,1607
184999,844
30649,705
110825,698
69158,1906
62649,593
185556,878
46477,2156
145751,7526
66171,3271
174388,3776
183350,3036
174260,523
25451,8870
68518,2346
38811,449
178029,7366
89957,3471
172054,540
110979,394
169112,746
67698,9078
6870,3454
54914,1215
81892,2749
148153,647
83801,1741
172064,522
47698,8283
46386,505
3187,828
14145,636
74295,4783
170193,4355
42329,11988
34343,2184
133326,975
91263,630
188775,3729
69871,732
83189,923
114434,2592
123694,1966
132353,1015
144640,4704
173864,668
78806,1753
121590,1216
67037,938
92131,7294
67314,1385
157021,1094
64278,945
76585,1401
129499,3584
189087,6921
21534,720
108005,1819
20721,844
172029,15145
45850,1038
29319,1576
63099,513
2471,3942
24174,3733
26544,4600
138704,4142
79028,4134
45053,4400
42193,10615
83058,18526
88394,3438
98721,4805
152848,2423
50584,8797
158567,764
19640,7692
2984,3898
7237,12637
86734,2333
21102,4199
37035,943
141235,10512
16244,964
84141,763
154527,616
121223,457
48977,2401
93446,925
119412,854
97403,4017
109785,9891
165946,1397
27297,13453
168261,9127
60007,7084
62610,2178
35899,10748
24621,14283
170849,844
88908,12369
3914,1438
123592,2724
15019,4612
80707,6830
174809,8355
176340,802
141976,3662
46295,3567
36472,1349
63658,5408
79421,591
19016,1257
92351,1359
41208,2137
19556,4493
123778,2075
29129,5219
132384,561
27392,648
84099,4159
103526,1554
30825,3034
16368,526
122971,1341
94912,1426
166606,2776
129175,459
119087,5488
107885,9526
110197,829
3856,544
47617,422
124973,5050
41361,15649
28950,4564
37088,645
89191,673
163125,1566
141924,523
139247,1200
17491,568
91011,675
18385,8703
5721,9417
193373,700
183486,981
123188,18128
25862,2573
74592,12283
160589,2430
73280,2912
58259,544
133733,5701
177314,2313
70332,2590
184882,7754
134873,727
141848,523
185432,1787
41445,628
42330,4939
38344,3291
182666,2612
19511,605
39164,5556
153876,1546
171760,5940
168170,1102
166361,516
29563,1662
158752,4525
48142,1781
171804,882
11543,887
13011,1722
28976,3524
21139,1221
155894,1621
87975,6733
84997,566
75328,849
156253,4854
11734,2618
154070,5016
184870,4811
186397,4478
5000,1350
100661,1755
83268,554
160877,4229
111829,3543
103885,707
5023,1370
152471,544
57040,2691
185669,2936
122192,2573
190487,2100
38520,4457
40193,486
127398,5543
41993,1787
96075,6994
59763,1395
24305,4381
112641,4363
136265,687
25038,2737
135080,5072
113774,6186
141991,906
101750,779
28421,666
35749,9292
153845,2158
165207,677
79758,526
29856,923
22156,5236
137745,743
32411,6965
94079,6947
83125,2015
54887,680
185138,4253
66261,3812
106675,10499
124395,3604
158342,2817
1376,1841
48528,3396
158305,1584
87740,8057
28701,813
11773,1803
36678,16239
123873,1263
43200,1069
81475,1012
27257,491
44851,5306
164845,8543
113840,3197
144588,2326
22168,868
159418,780
16983,5027
111830,14414
186032,948
101659,1262
126337,2428
27423,3218
22757,709
29910,4586
175172,8095
104857,16469
216,3347
181509,473
24663,11322
6158,855
148536,1024
29081,540
81465,4284
86896,802
177701,1034
181349,900
34492,863
45357,5484
175491,8415
45621,18242
92904,4202
64567,473
51239,2837
173954,802
84753,1723
49909,581
143020,2824
38200,8377
73208,1417
56791,14277
50064,975
7800,7207
128592,802
79628,5123
77121,1035
74560,858
154578,1577
191101,1168
33795,1229
173199,1814
121444,1124
61988,2106
171388,9700
94229,457
96050,6175
70471,2650
42797,2587
147880,10340
82540,8408
12131,7954
104620,5027
28822,732
186775,3340
80179,3074
160178,1046
173065,728
169432,17197
127545,5929
118553,3049
48046,1013
51238,447
42732,4560
142005,1235
193387,1847
172465,430
750,1091
9294,476
63776,4416
86914,3640
69159,4860
93965,2797
187623,2156
85059,5477
184956,710
19225,3267
84122,2647
119351,2290
125296,1116
129563,2947
137368,3640
82172,2803
6951,1261
190396,559
75738,8225
102347,6344
138801,5511
19938,2237
57969,2704
116802,1324
120676,1145
59414,963
68830,11939
99284,9316
38492,816
10126,5161
65581,1957
38461,971
61964,776
51674,557
147719,3176
161795,1709
122510,1406
96740,900
162065,2568
188102,3353
28338,4183
184392,5226
79597,6559
89166,460
128939,853
11992,17746
74585,1018
63698,450
64849,13112
193157,16530
11902,1546
153349,4509
38037,15100
39070,833
147848,4370
172427,5067
100974,4600
6215,457
179844,628
21610,4058
54891,2059
9366,4946
23364,6268
149040,2096
110974,1192
94618,4676
61817,5813
34380,658
178230,1781
142141,6562
135375,506
43189,4838
129020,2860
117677,1033
72906,4714
25364,943
148005,1168
39911,11434
151006,802
14275,3786
109212,3641
104356,868
84430,4504
71864,462
141716,2860
135497,1370
147559,863
174433,5598
152070,703
129266,775
127074,467
19387,3559
160867,730
87645,810
35567,1056
171405,630
105405,6406
28351,18359
58711,1848
66167,2606
31474,1571
147223,7484
82717,9645
54450,601
147805,1660
74107,5016
62338,1622
126769,854
4153,2129
41504,6814
148543,2765
173535,17221
152657,2840
100254,851
138288,1163
170864,3904
175752,631
125251,1232
111058,1608
143272,2694
81784,17864
16597,1814
87991,1228
45283,4472
54846,8850
45649,4498
59899,802
41519,2390
192301,373
184955,8097
80556,449
16015,942
4972,11726
57669,12261
32790,15992
125387,1375
23348,498
180666,5312
82515,571
123995,599
34845,15845
105976,8820
29589,2005
48507,469
91546,942
98427,7357
100700,545
93164,1086
49160,17803
50228,6279
104347,18468
58858,802
45432,3461
117880,6976
26595,1331
34508,4463
122429,880
150515,4568
7369,6763
93744,2012
4908,2177
89016,12614
131140,5164
448,17849
85824,1787
44373,11127
128205,756
105249,1431
116436,802
169560,7047
73865,4672
165083,1056
179277,878
49352,979
36783,1437
69254,3710
17039,1022
43568,548
132561,900
170823,1334
118567,485
54241,9880
68185,2790
41273,13171
108879,10399
2139,1624
77062,1861
26787,399
123336,580
33590,3574
190021,4284
133505,7443
17280,833
190002,6623
159439,4693
116458,1572
178271,491
126167,1140
160112,5779
46422,1937
21305,956
117260,612
95772,9709
133207,2364
146613,2563
107317,574
42468,5498
134151,625
37761,13938
169540,5937
75049,842
42428,847
1092,3001
112715,2814
24843,2309
42836,2150
74382,5331
19388,2165
156645,1372
101089,5697
141059,3095
184257,802
63297,4581
67644,1151
149450,1639
144443,1007
103323,2835
32938,5543
154645,3575
121742,9069
181279,4596
81684,3345
47531,6266
21964,2539
75951,4805
65379,1637
36426,1400
141594,17114
29443,2109
127982,4795
99386,2391
122829,3984
117252,658
137282,1974
112331,3585
109929,1199
31966,1266
156449,740
69279,18535
188457,4861
82518,995
78374,552
47948,8599
44932,844
14501,3072
134109,696
96527,5480
95306,9013
17963,1254
69797,530
14289,666
25807,537
178153,552
64811,2454
151985,3217
50499,4972
140726,10850
182851,2203
142531,1067
99181,7294
5599,684
8124,3146
745,6741
191257,666
185941,1240
193175,1099
107740,9257
143886,14294
32501,4295
114205,2063
180390,4619
87359,9302
33845,6147
97073,5006
144130,833
62751,1648
181082,7548
99622,1838
111480,4758
133338,2320
50636,10351
111388,14279
83454,1061
152476,784
8723,17877
82734,5028
182778,1662
47441,6479
93240,491
72290,4129
170060,1569
19876,879
148176,1179
46329,1197
29264,9243
40022,984
144677,4392
49755,2577
100465,649
128599,714
58242,2968
176360,4234
123124,675
91578,8181
73742,4284
51855,12394
71112,917
8735,438
104692,5739
97757,16842
146876,952
9559,10062
145993,544
53013,1814
54384,5233
93939,4666
123579,1563
125175,2177
44435,569
97044,3734
98552,2458
125637,1336
51935,473
131047,13287
98725,11091
45763,1442
27544,9155
190130,739
109938,1163
89835,1376
77912,959
155726,4185
146005,2867
154090,432
104368,6140
176158,3497
81290,9656
140609,10352
110069,17213
139611,564
41725,6828
193279,13182
146688,4989
138144,13508
164824,787
43606,15609
155856,5322
127391,2858
63840,2822
152445,3524
155258,2100
9125,633
43155,4386
152628,2388
155741,3730
149341,4725
152482,2319
176437,4155
40851,6562
85771,955
1551,576
34738,8669
72456,11161
17845,4801
139007,3145
8701,4630
89538,2611
61506,18407
150375,579
186382,2479
130788,4197
72755,791
187357,615
50732,1088
103046,1892
112844,2206
33063,4509
2112,605
33912,759
14675,2327
188213,1080
63838,5700
151096,891
131124,1257
66931,6843
130387,16709
152288,10367
58477,12392
51126,1567
156982,442
123682,2085
146564,663
101700,775
37014,1717
70970,663
133076,1981
78052,658
155180,3919
131069,3726
104271,1170
125557,4588
159587,9100
172628,4541
132605,5261
19907,4534
65591,2117
166085,6814
169053,921
33899,1114
34424,3200
148494,4242
152544,507
65344,5316
63220,645
151258,732
112873,2670
114188,865
42945,4414
126059,1993
77611,814
175175,3656
172408,12316
103789,1847
176692,2473
105442,1865
19435,2354
122882,5408
43491,936
149271,13892
110022,7954
9788,8039
100491,1445
177801,467
26234,7134
109213,1974
69505,942
49130,1911
10502,4523
55094,492
118609,1941
126487,773
50224,9828
41047,13092
158959,803
180614,4914
133442,4176
184818,868
192063,10946
114452,4743
84921,4053
114261,1580
190074,710
9106,11965
99079,18426
119647,6097
73938,6566
119424,3183
57199,465
33754,7891
98356,5527
55488,8555
131729,8138
135470,2083
149188,798
99114,5096
110994,4186
190885,1295
164698,5712
70660,3710
21947,2375
22678,555
156872,829
151110,1825
189095,4707
62586,1153
151528,2404
51461,3249
9349,3985
136484,839
15326,14065
144553,3500
2864,675
131064,1721
154185,666
81870,1586
152428,8305
32969,489
3698,3146
119481,4613
191666,1123
90882,2512
78295,5390
95853,2691
51246,9088
66452,4509
